,train_loss,val-auc
0,1.241889476776123,0.7733082706766917
1,1.1051213145256042,0.7975772765246449
2,0.844326376914978,0.8179197994987468
3,0.8261645138263702,0.8331662489557226
4,0.8667012155056,0.8471595655806183
5,1.1075698733329773,0.8581035923141187
6,1.1194218397140503,0.8653717627401838
7,0.9412321746349335,0.8728905597326649
8,0.7786896824836731,0.8794068504594821
9,0.8491753041744232,0.8836675020885547
10,0.7192277014255524,0.886466165413534
11,1.0227935314178467,0.8879699248120301
12,0.7340147495269775,0.8893483709273182
13,0.8974990248680115,0.8897243107769424
14,0.8749798834323883,0.8901837928153717
15,0.7840597331523895,0.8911027568922306
16,0.8041580021381378,0.8913533834586467
17,1.0450869798660278,0.8898913951545531
18,0.69875568151474,0.891186299081036
19,0.7174209952354431,0.8906015037593984
20,0.689131498336792,0.889264828738513
21,0.6462288796901703,0.8898496240601503
22,0.7242991030216217,0.8885964912280702
23,0.628558337688446,0.889985380116959
24,1.196042537689209,0.8901420217209691
25,0.6540145874023438,0.8905075187969925
26,0.8215734660625458,0.8906119465329991
27,0.6573275029659271,0.8913116123642439
28,0.6511465907096863,0.8897138680033416
29,0.6337003111839294,0.8910087719298245
30,1.3653472661972046,0.8912593984962405
31,0.640844851732254,0.8922932330827068
32,0.9687038660049438,0.8919799498746868
33,0.650997132062912,0.8922096908939015
34,0.6309941112995148,0.8918024227234753
35,0.6906157732009888,0.8930868838763575
36,0.632390022277832,0.891280284043442
37,1.0239648818969727,0.8924603174603174
38,0.7628903687000275,0.8909252297410192
39,0.6963138580322266,0.8866541353383459
